Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,19,483.5833333,0.021052632,0.025789474,0,0.2,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,2213,0.004545455,0.031060606,0,0.2,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
9,169.5,2,724,31,706.9837662,0.005714286,0.023761905,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,13,0,0,13,220.3333333,0,0.002197802,0,0,May,2,2,8,16,Returning_Visitor,FALSE,FALSE
4,21,0,0,16,657.1666667,0,0.025,0,0,May,2,2,2,11,Returning_Visitor,FALSE,FALSE
3,189,1,32,26,1517.9,0,0.007142857,34.34857143,0,May,2,2,7,1,New_Visitor,FALSE,TRUE
19,704.8699248,2,269.5,187,9487.639162,3.35e-05,0.014896228,2.873954681,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,27,2,6,6,129.2,0.02962963,0.077777778,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,102,0,0.01,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,48,0,0,24,543.75,0.016,0.0408,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
4,122,3,124,12,1040.333333,0,0.010526316,0,0,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,197.3333333,0.00952381,0.041269841,0,0.8,May,2,10,7,4,Returning_Visitor,FALSE,FALSE
10,290.3333333,0,0,60,2818.094444,0.016666667,0.018387097,2.050814516,0,May,1,1,6,2,Returning_Visitor,FALSE,FALSE
5,72.425,2,72,33,1143.657143,0,0.015888889,4.230212245,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,0,0,0.2,0.2,0,0,May,3,2,3,18,Returning_Visitor,TRUE,FALSE
2,26,0,0,4,636,0,0.025,0,0.2,May,3,2,1,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,200,0.034375,0.072115385,0,0.8,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,95.325,0,0,15,743.6666667,0.01,0.03,19.4281,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,680.75,0,0.014285714,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,15,0,0.1,0,0,May,2,6,7,3,Returning_Visitor,FALSE,FALSE
6,40.16666667,0,0,41,895.8333333,0.057142857,0.073412698,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,582,0.006896552,0.020689655,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
2,114,0,0,17,176.6666667,0.078947368,0.093859649,0,0,May,3,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,2,3,New_Visitor,FALSE,FALSE
3,6,0,0,24,762.3333333,0.030769231,0.058974359,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,1056.666667,0.016571429,0.030933333,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,822,0.054545455,0.063636364,0,0.4,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,858.5,0.028571429,0.071428571,0,0.4,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
8,206,0,0,8,107,0,0.02,0,0,May,1,1,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,1138.504762,0.02,0.040555556,0,0.4,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,62,0,0,13,2038,0,0.021428571,0,0,May,2,2,8,3,New_Visitor,FALSE,FALSE
0,0,0,0,159,4668.052051,0.005696203,0.016284567,0,0.4,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
4,52,0,0,16,360,0,0.010526316,0,0,May,2,2,1,16,New_Visitor,FALSE,FALSE
0,0,0,0,12,202,0,0.041666667,0,0,May,2,2,7,14,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,108,0,0.042222222,0,0.4,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1722.866667,0.01,0.075,0,0.2,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,93.5,0,0.013333333,0,0.6,May,2,2,9,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,480.3,0.0125,0.033333333,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
1,28,0,0,115,1822.008117,0.001169591,0.007901699,0,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,368.5,0,0.057142857,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,124,0,0,13,173,0,0.017777778,0,0,May,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,31,453,0,0.037634409,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2309.995238,0.047479439,0.06394752,0,0.4,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,384.5,0,0.028571429,0,0,May,2,4,1,5,Returning_Visitor,FALSE,FALSE
6,105,1,0,43,1343.097619,0.037878788,0.057878788,0,0,May,3,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,953.8333333,0,0.027777778,0,0,May,2,4,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,887.8333333,0.00625,0.040625,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
3,23,2,10.16666667,85,1311.072012,0.002657807,0.015013618,0,1,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0,0.2,0,0.2,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
2,172,0,0,61,3374.916667,0.001111111,0.021388889,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,6,2,15,19,512.0666667,0.00952381,0.033333333,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,129,0,0.05,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,241,0,0.08,0,1,May,2,2,5,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,39,0.04,0.06,0,0.4,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,321.6666667,0.051190476,0.07224026,0,0.8,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,540.5,0,0.02,0,0,May,2,2,7,4,New_Visitor,TRUE,FALSE
3,19.5,0,0,16,250.0833333,0,0.013157895,0,0,May,2,2,3,2,New_Visitor,FALSE,FALSE
1,4,0,0,62,3000.250794,0.004918033,0.029535519,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,1,20,13,816.9545455,0.028571429,0.047619048,0,0,May,3,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,143,0.055555556,0.122222222,0,1,May,2,6,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,24,0.042857143,0.1,0,0.8,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
1,69,0,0,25,533.0714286,0,0.026923077,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,466.5,0,0.022222222,0,0,May,1,8,6,6,New_Visitor,FALSE,FALSE
0,0,0,0,4,57,0.1,0.15,0,0,May,1,1,3,3,Returning_Visitor,TRUE,FALSE
4,99.5,0,0,46,953.0686869,0,0.014285714,0,0,May,1,1,6,4,Returning_Visitor,TRUE,FALSE
1,15,0,0,29,1714.4,0.024074074,0.048765432,0,0,May,2,5,6,4,Returning_Visitor,FALSE,FALSE
16,235.25,1,46.66666667,74,3206.193407,0.004819277,0.019399025,10.67331708,0.6,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,2,13,63,4833.925,0.006153846,0.015128205,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,20,0,0.05,0,0,May,4,5,1,13,Returning_Visitor,FALSE,FALSE
15,1629.333333,3,214.5,112,4509.823016,0.004166667,0.019960276,0,0,May,4,1,3,3,Returning_Visitor,FALSE,FALSE
6,107,1,10.5,5,39.5,0,0.0125,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
4,210.5,0,0,131,2749.058333,0.009090909,0.017682257,8.960896465,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
5,827.2,2,48.5,71,3439.733242,0,0.014808078,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,85.52916667,3,255.5,45,2996.4875,0.014814815,0.02628108,2.0905,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
8,186.5,0,0,57,1925.102381,0.005,0.0175,23.4154,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
4,47,0,0,26,380.1666667,0,0.015873016,0,0,May,4,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,352.0833333,0.014814815,0.022222222,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,26,0,0.05,0,0,May,4,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,40,1090.566667,0.018392857,0.041198413,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
1,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,578.2,0,0.033333333,58.488,0,May,2,5,3,6,Returning_Visitor,TRUE,TRUE
0,0,0,0,7,76,0,0.071428571,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,1,19,27,1523.05,0,0.001851852,22.12888889,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,355.5,0,0.014285714,11.13171429,0,May,3,2,1,3,New_Visitor,FALSE,TRUE
1,0,0,0,90,5621.599206,0,0.013068182,2.099045455,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
2,5,0,0,3,32,0,0.066666667,0,1,May,2,2,2,5,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,0,0.166666667,0.177777778,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,209.8333333,0.002173913,0.030434783,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,42.16666667,0,0,17,490.5333333,0,0.01175,23.5144,0,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
5,119,0,0,49,1143.348504,0,0.008595388,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,24,0.04,0.12,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,330.0833333,0.0375,0.043055556,0,1,May,1,1,7,4,Returning_Visitor,TRUE,FALSE
1,10,0,0,16,120,0.053333333,0.08,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
4,128.5,0,0,14,273.25,0,0.0125,0,0,May,1,8,4,4,Returning_Visitor,TRUE,FALSE
14,247.1363636,2,120.6666667,56,1080.266667,0.01884058,0.025355418,24.72661836,0.6,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,152,0,0.002380952,0,1,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,47,1144.483333,0.041843972,0.055319149,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,527.5,0,0.003466667,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,454.75,0.026666667,0.033333333,0,0,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
3,73.5,3,171,76,2208.788095,0,0.004756098,3.200304878,0,May,4,1,7,2,Returning_Visitor,TRUE,FALSE
4,324.5,0,0,30,1456.783333,0,0.009019608,30.01288235,0,May,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,887.3547619,0.01,0.0145,0,0,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,553,0,0.025,53.988,0,May,1,1,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,25,317.5,0.0125,0.031944444,0,0,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,389,0.122222222,0.122222222,0,0.2,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,2259.2,0.022222222,0.037962963,0,0.2,May,2,2,7,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,9,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,655,0.033333333,0.022222222,0,0,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
1,72,0,0,10,343,0,0.02,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,142.1666667,0.02,0.03,0,0,May,2,2,9,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,62,0.1,0.125,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,7,0,0,21,467.952381,0.047619048,0.068253968,0,0,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
1,68,0,0,20,870.6666667,0,0.020175439,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,1010.166667,0.028571429,0.095238095,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,262,0.1,0.15,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,6,0.066666667,0.133333333,0,0.6,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,671.6666667,0,0.016666667,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
8,276.8666667,0,0,19,548.8831169,0,0.007674572,5.744057971,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,71.75,0,0.055555556,0,1,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
0,0,1,2.5,14,592.5666667,0.013333333,0.023333333,0,1,May,3,2,3,3,Returning_Visitor,TRUE,FALSE
9,159.7166667,1,20,39,1721.872725,0.00974026,0.019066142,16.42363253,0,May,1,1,1,13,Returning_Visitor,FALSE,FALSE
6,63,1,16,187,4987.688889,0.003108808,0.011118588,10.80188719,0,May,4,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,97,7515.583333,0.004166667,0.027083333,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,141,2886.523521,0.004316547,0.018798094,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
8,294.5,3,231.7,24,1034.583333,0,0.015196078,9.877647059,0,May,2,4,3,3,Returning_Visitor,FALSE,TRUE
7,96,3,313,65,2091.662821,0.012206573,0.030146368,6.147633803,0,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
8,157,4,60,24,1192.5,0.015151515,0.033760684,5.689554113,0,May,2,2,1,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,140,0.066666667,0.133333333,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
6,175,0,0,6,262,0,0.018181818,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
2,0,0,0,3,52,0.1,0.111111111,0,0,May,1,2,1,6,Returning_Visitor,TRUE,FALSE
1,4,0,0,4,151,0,0.08,0,1,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
5,114.6666667,0,0,14,222.6666667,0.08,0.097777778,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,152.3333333,0.023931624,0.03956044,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
1,24.5,0,0,46,1525.666667,0,0.006382979,107.2170213,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
1,15,0,0,11,224,0.016666667,0.022222222,47.65566667,0,May,2,5,1,4,Returning_Visitor,FALSE,TRUE
4,122.5,0,0,66,1706.712281,0,0.00957265,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,96,2,18,53,2130.025,0,0.010061728,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,15,0,0.066666667,0,0.2,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,1,102,0,0.1,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,18,0,0.066666667,0,0.2,May,2,2,2,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,743.1666667,0,0.006896552,0,0,May,1,1,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,206.5,0,0.016666667,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,994.5757576,0.0375,0.034583333,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,132,0,0,85,2299.391667,0.003065134,0.013546798,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
8,246.5,0,0,74,2326.666667,0,0.002597403,5.015272727,0,May,2,4,3,2,New_Visitor,FALSE,FALSE
3,102,0,0,18,1107.466667,0.022222222,0.029444444,0,0.2,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
1,21,0,0,20,973.5833333,0.00952381,0.016190476,0,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
1,6,0,0,29,354.8333333,0,0.010344828,0,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
7,128.1666667,1,41,89,2213.819048,0.013541667,0.034151181,0.936979167,0.4,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,606.7857143,0.017647059,0.040441176,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,61.19642857,0,0,24,747.4,0.028985507,0.025793651,26.34343478,0.4,May,3,2,6,11,Returning_Visitor,FALSE,FALSE
4,203.5,0,0,8,296.55,0,0.02,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,783.25,0.014814815,0.033227513,0,0.6,May,2,10,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,99,0.066666667,0.083333333,0,0.2,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,1,11,35,926.6690476,0.016666667,0.054930556,0,1,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
4,94,0,0,34,1159.666667,0.005714286,0.019142857,16.12416,0,May,1,8,1,4,Returning_Visitor,FALSE,FALSE
10,253.9,7,218,91,2869.788095,0.002,0.005452381,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,350.8333333,0,0.030769231,0,0.6,May,3,2,9,13,Returning_Visitor,FALSE,FALSE
8,117.5,0,0,17,545.5,0,0.019047619,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,100,1,12,44,1373.95,0,0.004545455,0,0,May,1,1,2,2,New_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,34,0.114285714,0.142857143,0,0.8,May,2,6,6,13,Returning_Visitor,FALSE,FALSE
10,464.15,4,160.5,26,1975.633333,0.017647059,0.029411765,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,2,12,1311,0.053333333,0.084722222,0,0,May,3,2,1,15,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,2473.25,0.009090909,0.013383838,0,0,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,110,0.011111111,0.058333333,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
6,523.3333333,3,37,34,581.2261905,0.023809524,0.030213239,0,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
6,162.5,0,0,39,1634.095238,0,0.011111111,8.604391304,0,May,3,3,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,473.75,0.0375,0.046666667,0,0.6,May,3,2,6,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,49,4651.033333,0.02,0.05,0,0.8,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,10,3,3,Returning_Visitor,FALSE,FALSE
8,321.6,0,0,30,1151.2,0,0.012903226,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
9,666,0,0,29,2061.066667,0.018918919,0.038918919,3.064378378,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,166.1666667,0.028571429,0.051190476,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
8,228.8333333,1,61,66,1505.333333,0,0.009109731,0,0,May,2,10,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,363.3,0.019047619,0.045986395,0,0,May,1,1,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,482.5,0,0.06,0,1,May,1,2,9,4,Returning_Visitor,TRUE,FALSE
2,39.5,4,872,77,3909.620363,0.002409639,0.022377452,9.849816466,0,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
4,89.5,0,0,3,30,0,0.033333333,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,174.5,0.042857143,0.066666667,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,280.5,0,0.0125,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
8,71.66666667,0,0,24,364.4166667,0,0.013793103,0,0.2,May,2,2,1,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,598.6,0,0.038095238,0,0.6,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,1,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
10,62.5,1,93,28,724.3333333,0,0.023232323,14.73709091,0.2,May,2,2,4,5,New_Visitor,FALSE,FALSE
3,137.5666667,2,23,22,739.0666667,0,0.024666667,13.67493333,0,May,3,6,4,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,459,0,0.028571429,26.98,0,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,726,0.075,0.108333333,0,0.6,May,2,2,1,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,55,1165.623254,0.013207547,0.018742138,0,0,May,3,2,1,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,442,0,0.044444444,0,0.2,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
1,108,0,0,16,448.5,0,0.006666667,0,0,May,2,6,1,1,Returning_Visitor,TRUE,FALSE
3,118,0,0,16,859.1666667,0,0.014814815,9.991666667,0,May,3,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,1,14,34,3900.428571,0.035714286,0.078938839,0,0.6,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,45,2,55.5,4,77.5,0,0.033333333,0,0,May,1,1,2,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,166.1666667,0,0.025,17.541,1,May,2,2,2,4,Returning_Visitor,TRUE,TRUE
8,178.1666667,1,17,52,3095.975,0.012280702,0.02251462,12.13161988,0,May,4,1,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,701,0,0.03,0,0,May,1,1,4,3,Returning_Visitor,TRUE,FALSE
4,183,1,35,15,557.3333333,0,0.012631579,16.10052632,0,May,2,2,2,5,Returning_Visitor,FALSE,TRUE
9,208.2666667,0,0,19,543.775,0,0.002380952,0,0,May,3,2,3,11,New_Visitor,TRUE,FALSE
0,0,0,0,14,186.9333333,0.042857143,0.071428571,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
5,69.5,0,0,4,34.5,0,0.026666667,0,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
3,334.6,0,0,20,1201.6,0.011111111,0.022222222,0,0.2,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,6,0.1,0.15,0,0.2,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1815.279762,0.012280702,0.029239766,0,0.6,May,1,2,1,2,Returning_Visitor,FALSE,FALSE
8,50.75,1,26.75,22,553.5833333,0,0.017857143,5.798,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,20,419,0,0.01,0,0,May,2,2,5,4,Returning_Visitor,TRUE,FALSE
3,96,0,0,11,565,0,0.011111111,0,0,May,3,2,6,14,New_Visitor,TRUE,FALSE
0,0,0,0,4,110,0,0.05,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
1,54,0,0,31,2543.5,0,0.006666667,0,0,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
5,176,0,0,15,537.2,0.011764706,0.023529412,27.664,0.6,May,2,2,2,6,Returning_Visitor,FALSE,TRUE
1,40.25,0,0,19,501.7666667,0,0.010526316,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
3,39.5,2,51,33,814.5,0.006060606,0.01969697,0,0.8,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,790.1666667,0,0.026086957,0,0.8,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,52,1622.433333,0.006410256,0.031730769,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,77,3733.228571,0.018666667,0.048622222,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,989.9,0,0,27,1474.233333,0.013333333,0.025634921,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,107,0,0,14,167.5,0.08125,0.108333333,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
6,141.5,3,474.5,46,1431.333333,0.003703704,0.015432099,6.076734568,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,161.5,0,0.02,0,0,May,3,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,139,0,0.05,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,419.352381,0.007692308,0.037130178,0,0.8,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
4,147.3333333,0,0,19,407.8333333,0,0.004347826,0,0,May,2,2,7,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,243,0.057142857,0.085714286,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
12,672.0952381,2,86,23,237.0952381,0,0.010344828,0,0,May,1,1,2,6,Returning_Visitor,FALSE,FALSE
4,177,0,0,39,1905.152381,0.005,0.016458333,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
5,2156.166667,2,92,15,463,0.036363636,0.042207792,0,0,May,1,2,4,4,Returning_Visitor,TRUE,FALSE
1,90,0,0,31,2581.208333,0.025,0.032986111,0,0.4,May,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,247,0,0.1,0,0.8,May,3,2,2,11,New_Visitor,FALSE,FALSE
